# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 385K of event 'cycles'
# Event count (approx.): 792939460900
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                        
# ........  ...............  ........................  ..............................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003fe3e
     0.00%  profile          profile                   [.] encoding/json.stateNul
     0.00%  dockerd          dockerd                   [.] runtime.newMarkBits
     0.00%  containerd-shim  [kernel.kallsyms]         [k] perf_event_task_tick
     0.00%  profile          [kernel.kallsyms]         [k] __vfs_read
     0.00%  geo              geo                       [.] golang.org/x/net/http2.(*HeadersFrame).Header
     0.00%  reservation      [kernel.kallsyms]         [k] flush_tlb_func_common.constprop.0
     0.00%  profile          profile                   [.] runtime.newproc
     0.00%  reservation      [kernel.kallsyms]         [k] jiffies_to_usecs
     0.00%  recommendation   [kernel.kallsyms]         [k] __nf_ct_refresh_acct
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000039ca0
     0.00%  rate             rate                      [.] context.WithCancel
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000039bd4
     0.00%  rate             rate                      [.] google.golang.org/grpc/transport.(*bdpEstimator).add.dwrap.1
     0.00%  profile          [kernel.kallsyms]         [k] nbp_switchdev_allowed_egress
     0.00%  geo              geo                       [.] runtime.(*spanSetBlockAlloc).alloc
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e4f6
     0.00%  user             user                      [.] encoding/json.(*Decoder).readValue
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003de46
     0.00%  rate             [kernel.kallsyms]         [k] complete_signal
     0.00%  profile          [kernel.kallsyms]         [k] tcp_rate_gen
     0.00%  search           search                    [.] internal/bytealg.CountString.abi0
     0.00%  profile          [kernel.kallsyms]         [k] llist_add_batch
     0.00%  recommendation   [kernel.kallsyms]         [k] sock_def_readable
     0.00%  wrk              wrk                       [.] gc_mark
     0.00%  rate             rate                      [.] google.golang.org/grpc/transport.(*quotaPool).add.dwrap.2
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000007e6dc
     0.00%  containerd-shim  [kernel.kallsyms]         [k] generic_update_time
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003ceaf
     0.00%  dockerd          dockerd                   [.] sync.runtime_canSpin
     0.00%  user             [kernel.kallsyms]         [k] finish_task_switch
     0.00%  reservation      [kernel.kallsyms]         [k] nbp_switchdev_allowed_egress
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000005658c
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_update_skb_after_send
     0.00%  ksoftirqd/9      [kernel.kallsyms]         [k] __update_load_avg_cfs_rq
     0.00%  wrk              wrk                       [.] lj_str_fromnum
     0.00%  profile          profile                   [.] google.golang.org/grpc/transport.(*quotaPool).lockedAdd
     0.00%  rate             [kernel.kallsyms]         [k] __handle_mm_fault
     0.00%  rate             [kernel.kallsyms]         [k] __sb_end_write
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __internal_add_timer
     0.00%  profile          profile                   [.] google.golang.org/grpc/transport.(*http2Server).operateHeaders.func2
     0.00%  wrk              [kernel.kallsyms]         [k] ip_local_out
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003e6b3
     0.00%  reservation      reservation               [.] runtime.(*wbBuf).reset
     0.00%  swapper          [kernel.kallsyms]         [k] rcu_segcblist_ready_cbs
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000037e6a
     0.00%  mc-worker        [kernel.kallsyms]         [k] __x64_sys_sendmsg
     0.00%  recommendation   [kernel.kallsyms]         [k] wake_up_q
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e143c
     0.00%  geo              geo                       [.] runtime.suspendG
     0.00%  reservation      [kernel.kallsyms]         [k] schedule_hrtimeout_range_clock
     0.00%  wrk              [kernel.kallsyms]         [k] __vfs_write
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_options_write
     0.00%  profile          [kernel.kallsyms]         [k] idle_cpu
     0.00%  dockerd          dockerd                   [.] runtime.semacquire1
     0.00%  dockerd          [kernel.kallsyms]         [k] ext4_claim_free_clusters
     0.00%  profile          profile                   [.] golang.org/x/net/http2/hpack.(*headerFieldTable).idToIndex
     0.00%  recommendation   [kernel.kallsyms]         [k] cp_new_stat
     0.00%  recommendation   recommendation            [.] github.com/opentracing/opentracing-go.(*Tag).Apply
     0.00%  recommendation   recommendation            [.] runtime.goready.func1
     0.00%  geo              geo                       [.] runtime.publicationBarrier.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000031485
     0.00%  geo              geo                       [.] runtime.sysUnused
     0.00%  geo              [kernel.kallsyms]         [k] page_counter_cancel
     0.00%  swapper          [kernel.kallsyms]         [k] timekeeping_advance
     0.00%  recommendation   recommendation            [.] github.com/rs/zerolog.(*timestampHook).Run
     0.00%  profile          profile                   [.] internal/bytealg.CountString.abi0
     0.00%  recommendation   [kernel.kallsyms]         [k] nbp_switchdev_frame_mark
     0.00%  recommendation   [kernel.kallsyms]         [k] skb_csum_hwoffload_help
     0.00%  profile          profile                   [.] bytes.Count
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000042fc5
     0.00%  rate             rate                      [.] github.com/grpc-ecosystem/grpc-opentracing/go/otgrpc.OpenTracingServerInterceptor.func1.dwrap.2
     0.00%  recommendation   [kernel.kallsyms]         [k] tcp_data_ready
     0.00%  reservation      [kernel.kallsyms]         [k] prepare_signal
     0.00%  rate             rate                      [.] context.(*cancelCtx).cancel
     0.00%  dockerd          [kernel.kallsyms]         [k] shmem_mapping
     0.00%  conn4            mongod                    [.] mongo::BSONElementIterator::subCursorHasMore
     0.00%  recommendation   recommendation            [.] google.golang.org/grpc/transport.(*controlBuffer).load
     0.00%  recommendation   [kernel.kallsyms]         [k] nf_checksum
     0.00%  mc-worker        [kernel.kallsyms]         [k] update_blocked_averages
     0.00%  profile          profile                   [.] strconv.ParseInt
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d306
     0.00%  wrk              [kernel.kallsyms]         [k] __tcp_push_pending_frames
     0.00%  profile          [kernel.kallsyms]         [k] flush_tlb_func_remote
     0.00%  reservation      reservation               [.] reflect.Zero
     0.00%  docker-proxy     [kernel.kallsyms]         [k] jiffies_to_usecs
     0.00%  reservation      reservation               [.] internal/bytealg.IndexByteString.abi0
     0.00%  reservation      reservation               [.] github.com/golang/protobuf/proto.(*Buffer).dec_slice_string
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000062d04
     0.00%  recommendation   recommendation            [.] syscall.fstatat
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003f59c
     0.00%  geo              [kernel.kallsyms]         [k] skb_network_protocol
     0.00%  user             user                      [.] runtime.scanobject
     0.00%  user             [kernel.kallsyms]         [k] ip_rcv_core.isra.0
     0.00%  reservation      reservation               [.] runtime.chanrecv1
     0.00%  rate             rate                      [.] google.golang.org/grpc/transport.(*http2Server).adjustWindow.dwrap.19
     0.00%  geo              [kernel.kallsyms]         [k] jiffies_to_usecs
     0.00%  geo              geo                       [.] google.golang.org/grpc.checkRecvPayload
     0.00%  mc-lrumaint      [kernel.kallsyms]         [k] pick_next_entity
     0.00%  reservation      [kernel.kallsyms]         [k] getname_flags
     0.00%  user             user                      [.] runtime.notetsleep_internal
     0.00%  geo              geo                       [.] runtime.resetspinning
     0.00%  geo              geo                       [.] golang.org/x/net/http2/hpack.(*Decoder).callEmit
     0.00%  geo              [kernel.kallsyms]         [k] raw_local_deliver
     0.00%  recommendation   [kernel.kallsyms]         [k] __sb_end_write
     0.00%  profile          [kernel.kallsyms]         [k] __sb_end_write
     0.00%  rate             rate                      [.] runtime.funcname
     0.00%  wrk              [kernel.kallsyms]         [k] clear_buddies
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000306d3
     0.00%  dockerd          dockerd                   [.] runtime.(*spanSet).pop
     0.00%  profile          profile                   [.] runtime.(*mheap).freeSpan.func1
     0.00%  rate             [kernel.kallsyms]         [k] __x64_sys_newfstatat
     0.00%  rate             rate                      [.] fmt.(*ss).free
     0.00%  mc-worker        [kernel.kallsyms]         [k] native_write_msr
     0.00%  profile          [kernel.kallsyms]         [k] release_pages
     0.00%  swapper          [kernel.kallsyms]         [k] hrtimer_forward
     0.00%  rate             rate                      [.] github.com/uber/jaeger-client-go.newHTTPHeaderPropagator.func2
     0.00%  rate             [kernel.kallsyms]         [k] current_time
     0.00%  wrk              [kernel.kallsyms]         [k] _copy_to_iter
     0.00%  reservation      [kernel.kallsyms]         [k] get_page_from_freelist
     0.00%  geo              geo                       [.] runtime.assertI2I2
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e1a3d
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000e2ed0
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003d9b2
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003cf28
     0.00%  user             user                      [.] runtime.checkTimers
     0.00%  profile          [kernel.kallsyms]         [k] mem_cgroup_handle_over_high
     0.00%  recommendation   [kernel.kallsyms]         [k] enqueue_hrtimer
     0.00%  rate             rate                      [.] strconv.special
     0.00%  geo              [kernel.kallsyms]         [k] lock_hrtimer_base
     0.00%  all-in-one-linu  all-in-one-linux          [.] runtime.lock2
     0.00%  geo              geo                       [.] golang.org/x/net/http2.(*MetaHeadersFrame).PseudoFields
     0.00%  recommendation   [kernel.kallsyms]         [k] tick_program_event
     0.00%  wrk              [kernel.kallsyms]         [k] __wake_up_common_lock
     0.00%  user             user                      [.] runtime.sysmon
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000659b7
     0.00%  profile          [kernel.kallsyms]         [k] mem_cgroup_commit_charge
     0.00%  recommendation   recommendation            [.] github.com/rs/zerolog.callerHook.Run
     0.00%  user             [kernel.kallsyms]         [k] update_curr
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000443b6
     0.00%  rate             [kernel.kallsyms]         [k] from_kuid_munged
     0.00%  profile          profile                   [.] runtime.chansend1
     0.00%  profile          profile                   [.] runtime.runOneTimer
     0.00%  rate             [kernel.kallsyms]         [k] skb_try_coalesce
     0.00%  reservation      [kernel.kallsyms]         [k] ttwu_do_activate
     0.00%  geo              geo                       [.] github.com/hailocab/go-geoindex.(*geoIndex).GetEntryAt
     0.00%  profile          profile                   [.] time.Time.Add
     0.00%  geo              [kernel.kallsyms]         [k] tcp_v4_do_rcv
     0.00%  recommendation   recommendation            [.] google.golang.org/grpc/transport.(*recvBuffer).load
     0.00%  recommendation   recommendation            [.] countbody
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000043398
     0.00%  dockerd          [kernel.kallsyms]         [k] retint_kernel
     0.00%  dockerd          [kernel.kallsyms]         [k] hrtimer_update_next_event
     0.00%  geo              geo                       [.] runtime.stackcache_clear
