# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 144K of event 'cycles'
# Event count (approx.): 161207679977
#
# Overhead  Command          Shared Object             Symbol                                                                                                                                                                                                                     
# ........  ...............  ........................  ...........................................................................................................................................................................................................................
#
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __pm_relax
     0.00%  swapper          [kernel.kallsyms]         [k] __bitmap_and
     0.00%  frontend         frontend                  [.] net/http.(*Transport).dialConnFor
     0.00%  dockerd          [kernel.kallsyms]         [k] security_sock_rcv_skb
     0.00%  frontend         frontend                  [.] runtime.futexwakeup
     0.00%  frontend         frontend                  [.] runtime.(*addrRanges).removeLast
     0.00%  frontend         frontend                  [.] github.com/uber/jaeger-client-go.(*Span).Finish
     0.00%  systemd-journal  [kernel.kallsyms]         [k] do_user_addr_fault
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_mstamp_refresh
     0.00%  dockerd          [kernel.kallsyms]         [k] native_load_tls
     0.00%  frontend         [kernel.kallsyms]         [k] inode_wait_for_writeback
     0.00%  dockerd          [kernel.kallsyms]         [k] security_capable
     0.00%  frontend         [kernel.kallsyms]         [k] account_user_time
     0.00%  frontend         frontend                  [.] vendor/golang.org/x/net/http/httpproxy.(*config).proxyForURL
     0.00%  exe              dockerd                   [.] google.golang.org/protobuf/internal/filedesc.(*Enum).unmarshalSeed
     0.00%  frontend         frontend                  [.] runtime.(*sysMemStat).add
     0.00%  systemd-sysctl   [kernel.kallsyms]         [k] __x86_indirect_thunk_rax
     0.00%  systemd-resolve  [kernel.kallsyms]         [k] syscall_trace_enter
     0.00%  runc             [kernel.kallsyms]         [k] copy_user_enhanced_fast_string
     0.00%  frontend         [kernel.kallsyms]         [k] __ip4_datagram_connect
     0.00%  node             watcher.node              [.] std::__detail::_Executor<__gnu_cxx::__normal_iterator<char const*, std::string>, std::allocator<std::sub_match<__gnu_cxx::__normal_iterator<char const*, std::string> > >, std::regex_traits<char>, true>::_M_lookahead
     0.00%  systemd-resolve  libc-2.31.so              [.] __libc_malloc
     0.00%  systemd-sysctl   [kernel.kallsyms]         [k] __handle_mm_fault
     0.00%  exe              dockerd                   [.] github.com/zmap/zlint/v3/lint.(*registryImpl).register
     0.00%  dockerd          [kernel.kallsyms]         [k] __sys_connect
     0.00%  dockerd          dockerd                   [.] net.(*netFD).connect
     0.00%  exe              dockerd                   [.] runtime.findfunc
     0.00%  systemd-udevd    systemd-udevd             [.] 0x000000000005d05e
     0.00%  docker-proxy     docker-proxy              [.] runtime.futexwakeup
     0.00%  containerd       containerd                [.] runtime.memmove
     0.00%  docker-proxy     [kernel.kallsyms]         [k] xfrm_lookup_with_ifid
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000405ae1
     0.00%  containerd-shim  [kernel.kallsyms]         [k] current_time
     0.00%  frontend         [kernel.kallsyms]         [k] path_put
     0.00%  frontend         frontend                  [.] github.com/olivere/grpc/lb/consul.(*Resolver).getInstances
     0.00%  frontend         frontend                  [.] runtime.(*mheap).alloc
     0.00%  frontend         [kernel.kallsyms]         [k] free_unref_page_commit
     0.00%  exe              [kernel.kallsyms]         [k] entry_SYSCALL_64
     0.00%  containerd-shim  [kernel.kallsyms]         [k] vsnprintf
     0.00%  dockerd          dockerd                   [.] net.(*UDPConn).writeMsg
     0.00%  frontend         frontend                  [.] runtime.(*pageAlloc).findMappedAddr
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%  swapper          [kernel.kallsyms]         [k] run_rebalance_domains
     0.00%  exe              dockerd                   [.] hash/crc64.buildSlicing8Tables
     0.00%  dockerd          [kernel.kallsyms]         [k] __f_unlock_pos
     0.00%  dockerd          [kernel.kallsyms]         [k] xas_store
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003163c
     0.00%  ksoftirqd/13     [kernel.kallsyms]         [k] kthread_should_stop
     0.00%  iptables         ld-2.31.so                [.] mmap64
     0.00%  frontend         [kernel.kallsyms]         [k] __wake_up_sync_key
     0.00%  dockerd          dockerd                   [.] internal/poll.(*FD).Close
     0.00%  frontend         frontend                  [.] net.filterAddrList
     0.00%  containerd-shim  [kernel.kallsyms]         [k] mm_update_next_owner
     0.00%  wrk              [kernel.kallsyms]         [k] tcp_mstamp_refresh
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003dab3
     0.00%  dockerd          [kernel.kallsyms]         [k] lockref_get_not_dead
     0.00%  frontend         [kernel.kallsyms]         [k] wake_q_add_safe
     0.00%  frontend         [kernel.kallsyms]         [k] __release_sock
     0.00%  dockerd          [kernel.kallsyms]         [k] __count_memcg_events
     0.00%  rsyslogd         libc-2.31.so              [.] cfree@GLIBC_2.2.5
     0.00%  dockerd          [kernel.kallsyms]         [k] udp_queue_rcv_one_skb
     0.00%  swapper          [kernel.kallsyms]         [k] can_migrate_task
     0.00%  frontend         [kernel.kallsyms]         [k] calc_wheel_index
     0.00%  dockerd          [kernel.kallsyms]         [k] inet_getname
     0.00%  systemd-resolve  libsystemd-shared-245.so  [.] 0x0000000000049784
     0.00%  systemd-sysctl   [kernel.kallsyms]         [k] change_protection_range
     0.00%  dockerd          [kernel.kallsyms]         [k] br_validate_ipv4.isra.0
     0.00%  frontend         frontend                  [.] runtime.(*mSpanList).remove
     0.00%  frontend         [kernel.kallsyms]         [k] fib_validate_source
     0.00%  dockerd          [kernel.kallsyms]         [k] ip_route_output_key_hash
     0.00%  dockerd          [kernel.kallsyms]         [k] netif_rx_internal
     0.00%  networkd-dispat  python3.8                 [.] _PyObject_GetMethod
     0.00%  systemd-resolve  libsystemd-shared-245.so  [.] internal_hashmap_iterated_cache_new
     0.00%  dockerd          dockerd                   [.] sync.runtime_notifyListAdd
     0.00%  systemd-udevd    systemd-udevd             [.] 0x000000000006bcd3
     0.00%  kworker/5:13-rc  [kernel.kallsyms]         [k] _raw_spin_lock
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] __pagevec_lru_add_fn
     0.00%  frontend         [kernel.kallsyms]         [k] netlink_has_listeners
     0.00%  frontend         frontend                  [.] runtime.(*pageAlloc).find
     0.00%  frontend         frontend                  [.] runtime.doSigPreempt
     0.00%  docker-proxy     [kernel.kallsyms]         [k] tcp_v4_do_rcv
     0.00%  exe              dockerd                   [.] regexp.makeOnePass.func1
     0.00%  containerd-shim  [kernel.kallsyms]         [k] __mutex_lock.isra.0
     0.00%  frontend         [kernel.kallsyms]         [k] nf_xfrm_me_harder
     0.00%  sshd             libc-2.31.so              [.] __libc_malloc
     0.00%  swapper          [kernel.kallsyms]         [k] ipv4_dst_check
     0.00%  frontend         [kernel.kallsyms]         [k] pick_next_entity
     0.00%  frontend         [kernel.kallsyms]         [k] __sk_free
     0.00%  frontend         frontend                  [.] net.(*onlyValuesCtx).Value
     0.00%  wrk              wrk                       [.] lj_vmeta_tsetv
     0.00%  networkd-dispat  python3.8                 [.] PyTuple_New
     0.00%  frontend         [kernel.kallsyms]         [k] trigger_dyntick_cpu.isra.0
     0.00%  swapper          [kernel.kallsyms]         [k] rcu_core
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __hrtimer_next_event_base
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/daemon/logger/jsonfilelog.(*JSONFileLogger).Log.func1
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_newly_delivered
     0.00%  dockerd          [kernel.kallsyms]         [k] strlen
     0.00%  dockerd          [kernel.kallsyms]         [k] __sys_getsockname
     0.00%  dockerd          [kernel.kallsyms]         [k] ext4_alloc_branch
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000004867
     0.00%  frontend         frontend                  [.] github.com/harlow/go-micro-services/dialer.Dial.func2
     0.00%  frontend         frontend                  [.] syscall.(*SockaddrInet4).sockaddr
     0.00%  frontend         [kernel.kallsyms]         [k] ip_generic_getfrag
     0.00%  frontend         frontend                  [.] net.(*Resolver).lookupIPAddr.func1
     0.00%  dockerd          dockerd                   [.] syscall.Syscall6.abi0
     0.00%  dockerd          [kernel.kallsyms]         [k] __ext4_journal_start_sb
     0.00%  wrk              [kernel.kallsyms]         [k] __netif_receive_skb
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x00000000000307ad
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000004841
     0.00%  docker-proxy     [kernel.kallsyms]         [k] switch_mm_irqs_off
     0.00%  frontend         frontend                  [.] sort.Search
     0.00%  frontend         frontend                  [.] github.com/uber/jaeger-client-go.(*udpSender).Append
     0.00%  wrk              core.so                   [.] 0x0000000000004850
     0.00%  frontend         frontend                  [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).writeVarint32
     0.00%  frontend         frontend                  [.] net/http.nop
     0.00%  frontend         [kernel.kallsyms]         [k] rcu_do_batch
     0.00%  docker-proxy     docker-proxy              [.] internal/poll.(*FD).readUnlock
     0.00%  wrk              [kernel.kallsyms]         [k] __fdget_pos
     0.00%  frontend         [kernel.kallsyms]         [k] __sys_getsockname
     0.00%  frontend         [kernel.kallsyms]         [k] __task_pid_nr_ns
     0.00%  frontend         [kernel.kallsyms]         [k] hrtick_update
     0.00%  wrk              [kernel.kallsyms]         [k] ttwu_do_wakeup
     0.00%  swapper          [kernel.kallsyms]         [k] ip_sabotage_in
     0.00%  frontend         [kernel.kallsyms]         [k] tcp_delack_timer_handler
     0.00%  frontend         frontend                  [.] bytes.(*Buffer).Write
     0.00%  systemd-udevd    libc-2.31.so              [.] _int_realloc
     0.00%  frontend         [kernel.kallsyms]         [k] sk_dst_check
     0.00%  docker-proxy     [kernel.kallsyms]         [k] __kmalloc_reserve.isra.0
     0.00%  frontend         frontend                  [.] runtime.adjusttimers
     0.00%  frontend         frontend                  [.] runtime.(*mspan).ensureSwept
     0.00%  frontend         frontend                  [.] runtime.newstack.abi0
     0.00%  frontend         frontend                  [.] github.com/rs/zerolog.consoleDefaultFormatCaller
     0.00%  frontend         frontend                  [.] net.(*Dialer).DialContext-fm
     0.00%  iptables         ld-2.31.so                [.] do_lookup_x
     0.00%  kworker/6:12-ev  [kernel.kallsyms]         [k] __local_bh_enable_ip
     0.00%  runc:[2:INIT]    [kernel.kallsyms]         [k] copy_mount_options
     0.00%  networkctl       [kernel.kallsyms]         [k] vma_interval_tree_augment_rotate
     0.00%  systemd          [kernel.kallsyms]         [k] syscall_return_via_sysret
     0.00%  frontend         frontend                  [.] net/http.(*Transport).RoundTrip
     0.00%  frontend         frontend                  [.] runtime.preemptall
     0.00%  dockerd          [kernel.kallsyms]         [k] hrtimer_reprogram
     0.00%  dockerd          [kernel.kallsyms]         [k] skb_pull_rcsum
     0.00%  frontend         frontend                  [.] syscall.getpeername
     0.00%  frontend         [kernel.kallsyms]         [k] remove_entity_load_avg
     0.00%  frontend         frontend                  [.] net.sockaddrToUDP
     0.00%  dockerd          [kernel.kallsyms]         [k] sock_read_iter
     0.00%  wrk              [kernel.kallsyms]         [k] clear_page_erms
     0.00%  dockerd          dockerd                   [.] github.com/docker/docker/libnetwork.(*Controller).isManager
     0.00%  frontend         frontend                  [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).WriteListBegin
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000098564
     0.00%  dockerd          dockerd                   [.] time.Time.Before
     0.00%  systemd          [kernel.kallsyms]         [k] rpc_peeraddr2str
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x000000000003fe98
     0.00%  frontend         [kernel.kallsyms]         [k] user_path_at_empty
     0.00%  wrk              [kernel.kallsyms]         [k] skb_copy_datagram_iter
     0.00%  dockerd          [kernel.kallsyms]         [k] ns_capable_common
     0.00%  systemd-resolve  [kernel.kallsyms]         [k] memset_erms
     0.00%  frontend         frontend                  [.] runtime.nanotime
     0.00%  frontend         frontend                  [.] runtime.(*pageAlloc).scavengeRangeLocked
     0.00%  frontend         frontend                  [.] net/http.(*ServeMux).shouldRedirectRLocked
     0.00%  frontend         [kernel.kallsyms]         [k] task_tick_fair
     0.00%  containerd-shim  containerd-shim-runc-v2   [.] 0x0000000000069360
     0.00%  docker-proxy     [kernel.kallsyms]         [k] drop_futex_key_refs.isra.0
     0.00%  systemd          systemd                   [.] 0x0000000000055562
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] expand_files
     0.00%  frontend         [kernel.kallsyms]         [k] __tcp_v4_send_check
     0.00%  systemd-udevd    systemd-udevd             [.] 0x0000000000056a8e
     0.00%  modprobe         [kernel.kallsyms]         [k] do_syscall_64
     0.00%  swapper          [kernel.kallsyms]         [k] dev_gro_receive
     0.00%  frontend         frontend                  [.] runtime.(*pageAlloc).free
     0.00%  systemd-udevd    [kernel.kallsyms]         [k] link_path_walk.part.0
     0.00%  frontend         [kernel.kallsyms]         [k] __sk_destruct
     0.00%  runc             [kernel.kallsyms]         [k] update_cfs_group
     0.00%  frontend         [kernel.kallsyms]         [k] dev_queue_xmit
     0.00%  frontend         [kernel.kallsyms]         [k] inode_init_always
     0.00%  (spawn)          [kernel.kallsyms]         [k] __slab_free
