# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 150K of event 'cycles'
# Event count (approx.): 203462796398
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  geo              [kernel.kallsyms]        [k] try_charge
     0.00%  frontend         frontend                 [.] compress/flate.(*huffmanBitWriter).writeStoredHeader
     0.00%  frontend         frontend                 [.] net/http.(*headerSorter).Swap
     0.00%  frontend         frontend                 [.] runtime.newstack.abi0
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_delack_timer_handler
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __bitmap_and
     0.00%  frontend         frontend                 [.] syscall.Getenv.dwrap.2
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dd33
     0.00%  geo              geo                      [.] runtime.(*mcentral).uncacheSpan
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000659e5
     0.00%  geo              [kernel.kallsyms]        [k] ipv4_conntrack_local
     0.00%  all-in-one-linu  [kernel.kallsyms]        [k] entry_SYSCALL_64
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_rate_skb_sent
     0.00%  geo              [kernel.kallsyms]        [k] tcp_rbtree_insert
     0.00%  search           [kernel.kallsyms]        [k] exit_to_usermode_loop
     0.00%  search           search                   [.] runtime.notewakeup
     0.00%  dockerd          [kernel.kallsyms]        [k] hrtimer_cancel
     0.00%  mongod           [kernel.kallsyms]        [k] psi_task_change
     0.00%  frontend         [kernel.kallsyms]        [k] timerqueue_del
     0.00%  user             user                     [.] context.(*cancelCtx).Done
     0.00%  search           search                   [.] runtime.sendDirect
     0.00%  docker-proxy     [kernel.kallsyms]        [k] wakeup_preempt_entity.isra.0
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] blk_account_io_start
     0.00%  wrk              [kernel.kallsyms]        [k] inet_send_prepare
     0.00%  geo              [kernel.kallsyms]        [k] tcp_rate_check_app_limited
     0.00%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.(*ProbabilisticSampler).IsSampled
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007c585
     0.00%  frontend         frontend                 [.] google.golang.org/grpc.(*ClientConn).GetMethodConfig.dwrap.27
     0.00%  search           search                   [.] reflect.(*rtype).Field
     0.00%  frontend         frontend                 [.] runtime.copystack
     0.00%  ftdc             mongod                   [.] ExtractStats
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000042fc5
     0.00%  search           [kernel.kallsyms]        [k] __slab_alloc
     0.00%  frontend         [kernel.kallsyms]        [k] __dec_node_state
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __msecs_to_jiffies
     0.00%  frontend         [kernel.kallsyms]        [k] get_signal
     0.00%  recommendation   recommendation           [.] runtime.memhash32
     0.00%  recommendation   recommendation           [.] fmt.(*pp).free
     0.00%  recommendation   recommendation           [.] google.golang.org/grpc.(*Server).serveStreams.func1.1.dwrap.45
     0.00%  geo              geo                      [.] runtime.deferreturn
     0.00%  recommendation   [kernel.kallsyms]        [k] netdev_core_pick_tx
     0.00%  wrk              [kernel.kallsyms]        [k] ip_local_deliver_finish
     0.00%  search           [kernel.kallsyms]        [k] tcp_rate_skb_delivered
     0.00%  frontend         [kernel.kallsyms]        [k] simple_copy_to_iter
     0.00%  geo              [kernel.kallsyms]        [k] tcp_try_coalesce
     0.00%  geo              geo                      [.] internal/poll.(*pollDesc).prepare
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003ce90
     0.00%  geo              geo                      [.] runtime.(*spanSet).reset
     0.00%  wrk              [kernel.kallsyms]        [k] rb_first
     0.00%  swapper          [kernel.kallsyms]        [k] timerqueue_iterate_next
     0.00%  recommendation   recommendation           [.] runtime.(*pageAlloc).scavengeRangeLocked
     0.00%  frontend         [kernel.kallsyms]        [k] prepare_to_wait_exclusive
     0.00%  search           search                   [.] runtime.(*gcControllerState).revise
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007c5fe
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e37b9
     0.00%  frontend         frontend                 [.] runtime.send
     0.00%  geo              geo                      [.] google.golang.org/grpc.(*Server).serveStreams.func1
     0.00%  search           search                   [.] runtime.(*mheap).alloc.func1
     0.00%  recommendation   [kernel.kallsyms]        [k] hrtimer_wakeup
     0.00%  wrk              [kernel.kallsyms]        [k] __kfree_skb
     0.00%  wrk              wrk                      [.] strchr@plt
     0.00%  recommendation   recommendation           [.] runtime.deductSweepCredit
     0.00%  docker-proxy     [kernel.kallsyms]        [k] ktime_add_safe
     0.00%  dockerd          [kernel.kallsyms]        [k] ext4_free_group_clusters_set
     0.00%  frontend         frontend                 [.] runtime.goexit1
     0.00%  frontend         frontend                 [.] runtime.usleep.abi0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000565c0
     0.00%  geo              geo                      [.] runtime.procyield.abi0
     0.00%  user             user                     [.] runtime.mallocgc
     0.00%  wrk              [kernel.kallsyms]        [k] account_entity_enqueue
     0.00%  search           search                   [.] github.com/golang/protobuf/proto.(*Buffer).EncodeFixed32
     0.00%  geo              [kernel.kallsyms]        [k] skb_clone
     0.00%  frontend         frontend                 [.] time.Until
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000005660e
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000043025
     0.00%  search           [kernel.kallsyms]        [k] memcpy_erms
     0.00%  search           search                   [.] fmt.(*pp).catchPanic
     0.00%  frontend         frontend                 [.] runtime.mergeSummaries
     0.00%  frontend         [kernel.kallsyms]        [k] __dev_forward_skb
     0.00%  geo              [kernel.kallsyms]        [k] clear_page_erms
     0.00%  frontend         frontend                 [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.00%  dockerd          [kernel.kallsyms]        [k] __mod_memcg_state
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003e740
     0.00%  recommendation   [kernel.kallsyms]        [k] security_socket_recvmsg
     0.00%  frontend         frontend                 [.] google.golang.org/grpc/transport.(*transportReader).Read
     0.00%  frontend         frontend                 [.] runtime.clearpools
     0.00%  wrk              wrk                      [.] luaL_buffinit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dba7
     0.00%  geo              geo                      [.] internal/poll.(*FD).readUnlock
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c006
     0.00%  search           [kernel.kallsyms]        [k] ttwu_do_activate
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/jaegertracing/jaeger/model.(*KeyValue).MarshalToSizedBuffer
     0.00%  docker-proxy     [kernel.kallsyms]        [k] cpus_share_cache
     0.00%  geo              geo                      [.] google.golang.org/grpc.(*Server).serveStreams.func1.1.dwrap.45
     0.00%  user             [kernel.kallsyms]        [k] __ksize
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cf14
     0.00%  docker-proxy     [kernel.kallsyms]        [k] plist_add
     0.00%  frontend         frontend                 [.] net/http.(*ServeMux).shouldRedirectRLocked
     0.00%  docker-proxy     docker-proxy             [.] internal/poll.splicePump.func1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000004460a
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_v4_send_check
     0.00%  frontend         frontend                 [.] strconv.Atoi
     0.00%  swapper          [kernel.kallsyms]        [k] irq_work_tick
     0.00%  recommendation   recommendation           [.] runtime.makeslice
     0.00%  frontend         [kernel.kallsyms]        [k] task_tick_fair
     0.00%  geo              [kernel.kallsyms]        [k] __usecs_to_jiffies
     0.00%  user             user                     [.] google.golang.org/grpc/transport.(*decodeState).processHeaderField
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039ac9
     0.00%  frontend         frontend                 [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __cgroup_account_cputime
     0.00%  search           search                   [.] golang.org/x/net/http2.(*Framer).readMetaFrame.dwrap.8
     0.00%  recommendation   [kernel.kallsyms]        [k] lock_timer_base
     0.00%  frontend         [kernel.kallsyms]        [k] sched_clock_cpu
     0.00%  dockerd          [kernel.kallsyms]        [k] get_mem_cgroup_from_mm
     0.00%  search           search                   [.] runtime.return0.abi0
     0.00%  user             [kernel.kallsyms]        [k] __schedule
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_tx_timestamp
     0.00%  frontend         [kernel.kallsyms]        [k] __raise_softirq_irqoff
     0.00%  search           search                   [.] github.com/rs/zerolog.consoleDefaultFormatMessage
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef258
     0.00%  dockerd          dockerd                  [.] runtime.(*pollDesc).setEventErr
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __mutex_lock.isra.0
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000eeab3
     0.00%  recommendation   [kernel.kallsyms]        [k] set_user_sigmask
     0.00%  containerd-shim  [kernel.kallsyms]        [k] mutex_spin_on_owner
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_send_ack
     0.00%  geo              [kernel.kallsyms]        [k] timespec64_add_safe
     0.00%  frontend         [kernel.kallsyms]        [k] futex_wait_queue_me
     0.00%  geo              [kernel.kallsyms]        [k] inet6_recvmsg
     0.00%  frontend         [kernel.kallsyms]        [k] tcp_send_ack
     0.00%  recommendation   recommendation           [.] runtime.newstack.abi0
     0.00%  search           [kernel.kallsyms]        [k] user_path_at_empty
     0.00%  search           search                   [.] google.golang.org/grpc/transport.(*http2Client).adjustWindow
     0.00%  geo              [kernel.kallsyms]        [k] __accumulate_pelt_segments
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.growslice
     0.00%  search           [kernel.kallsyms]        [k] account_user_time
     0.00%  dockerd          dockerd                  [.] runtime.parkunlock_c
     0.00%  swapper          [kernel.kallsyms]        [k] smp_reschedule_interrupt
     0.00%  dockerd          [kernel.kallsyms]        [k] native_load_tls
     0.00%  search           [kernel.kallsyms]        [k] set_next_buddy
     0.00%  jbd2/nvme0n1p1-  [kernel.kallsyms]        [k] find_get_pages_range_tag
     0.00%  search           search                   [.] runtime.(*mheap).setSpans
     0.00%  JournalFlusher   mongod                   [.] operator new
     0.00%  ftdc             mongod                   [.] mongo::StringData::substr
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003cf93
     0.00%  recommendation   [kernel.kallsyms]        [k] skb_release_head_state
     0.00%  frontend         [kernel.kallsyms]        [k] check_cfs_rq_runtime
     0.00%  recommendation   [kernel.kallsyms]        [k] __vfs_write
     0.00%  search           search                   [.] levelgzip.(*writer).Close.dwrap.1
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001961f
     0.00%  frontend         frontend                 [.] runtime.checkdead
     0.00%  dockerd          [kernel.kallsyms]        [k] set_normalized_timespec64
     0.00%  search           [kernel.kallsyms]        [k] load_new_mm_cr3
     0.00%  consul           [kernel.kallsyms]        [k] cpuacct_charge
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000044656
     0.00%  dockerd          [kernel.kallsyms]        [k] timerqueue_del
     0.00%  search           [kernel.kallsyms]        [k] timestamp_truncate
     0.00%  consul           [kernel.kallsyms]        [k] entry_SYSCALL_64
     0.00%  frontend         frontend                 [.] runtime.(*gcWork).putBatch
     0.00%  wrk              [kernel.kallsyms]        [k] skb_clone_tx_timestamp
     0.00%  search           search                   [.] sync.(*poolDequeue).popTail
     0.00%  frontend         frontend                 [.] runtime.(*pageAlloc).allocToCache
     0.00%  search           search                   [.] runtime.typeBitsBulkBarrier
     0.00%  swapper          [kernel.kallsyms]        [k] __softirqentry_text_start
     0.00%  recommendation   recommendation           [.] net.(*TCPConn).Write
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000bdc3
