# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 212631010484
#
# Overhead  Command          Shared Object            Symbol                                                                                                                                                                                                                                                                                                                                                                                                                
# ........  ...............  .......................  ......................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000ef200
     0.00%  docker-proxy     [kernel.kallsyms]        [k] calc_wheel_index
     0.00%  frontend         frontend                 [.] runtime.memhash64
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007c70a
     0.00%  search           search                   [.] runtime.gcWriteBarrierDX
     0.00%  geo              [kernel.kallsyms]        [k] nf_nat_ipv4_pre_routing
     0.00%  geo              geo                      [.] runtime.acquirep
     0.00%  recommendation   recommendation           [.] runtime.sweepone
     0.00%  geo              [kernel.kallsyms]        [k] check_cfs_rq_runtime
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __wake_up_sync_key
     0.00%  recommendation   recommendation           [.] net.(*TCPConn).Write
     0.00%  containerd-shim  [kernel.kallsyms]        [k] __sb_end_write
     0.00%  dockerd          [kernel.kallsyms]        [k] file_remove_privs
     0.00%  recommendation   [kernel.kallsyms]        [k] nf_nat_ipv4_out
     0.00%  recommendation   [kernel.kallsyms]        [k] _copy_from_user
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000004867
     0.00%  dockerd          [kernel.kallsyms]        [k] memcg_kmem_put_cache
     0.00%  search           [kernel.kallsyms]        [k] __nf_ct_refresh_acct
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2.(*DataFrame).Header
     0.00%  recommendation   [kernel.kallsyms]        [k] smp_call_function_single
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000006599d
     0.00%  recommendation   recommendation           [.] sync/atomic.StoreUintptr
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039ac4
     0.00%  dockerd          [kernel.kallsyms]        [k] __add_to_page_cache_locked
     0.00%  recommendation   recommendation           [.] runtime.(*pallocBits).summarize
     0.00%  geo              [kernel.kallsyms]        [k] kfree_skbmem
     0.00%  wrk              wrk                      [.] http_message_needs_eof
     0.00%  search           search                   [.] type..hash.google.golang.org/grpc/resolver.Address
     0.00%  frontend         frontend                 [.] runtime.convT2E
     0.00%  recommendation   [kernel.kallsyms]        [k] kfree_skbmem
     0.00%  recommendation   [kernel.kallsyms]        [k] tcp_wfree
     0.00%  docker-proxy     [kernel.kallsyms]        [k] br_dev_queue_push_xmit
     0.00%  recommendation   [kernel.kallsyms]        [k] flush_tlb_func_common.constprop.0
     0.00%  docker-proxy     [kernel.kallsyms]        [k] skb_release_head_state
     0.00%  containerd-shim  [kernel.kallsyms]        [k] cpumask_next
     0.00%  search           [kernel.kallsyms]        [k] hrtimer_interrupt
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_established_options
     0.00%  swapper          [kernel.kallsyms]        [k] cpumask_next
     0.00%  wrk              wrk                      [.] lj_BC_ADDVV
     0.00%  recommendation   [kernel.kallsyms]        [k] __tcp_ack_snd_check
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003149d
     0.00%  search           [kernel.kallsyms]        [k] ktime_get_update_offsets_now
     0.00%  docker-proxy     docker-proxy             [.] runtime.notewakeup
     0.00%  docker-proxy     docker-proxy             [.] runtime.acquirep
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_queue_rcv
     0.00%  recommendation   [kernel.kallsyms]        [k] ip_protocol_deliver_rcu
     0.00%  dockerd          [kernel.kallsyms]        [k] timerqueue_del
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000007e6e0
     0.00%  search           [kernel.kallsyms]        [k] __tcp_v4_send_check
     0.00%  wrk              [kernel.kallsyms]        [k] aa_file_perm
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%  recommendation   recommendation           [.] runtime.(*mheap).allocSpan
     0.00%  recommendation   [kernel.kallsyms]        [k] ipv4_conntrack_in
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000000c26f
     0.00%  all-in-one-linu  all-in-one-linux         [.] runtime.(*mspan).writeHeapBitsSmall
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000039da6
     0.00%  docker-proxy     [kernel.kallsyms]        [k] security_sock_rcv_skb
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2/hpack.(*Decoder).readString
     0.00%  recommendation   recommendation           [.] google.golang.org/grpc/transport.(*inFlow).onRead
     0.00%  recommendation   [kernel.kallsyms]        [k] __netif_receive_skb
     0.00%  frontend         [kernel.kallsyms]        [k] __bitmap_and
     0.00%  wrk              [kernel.kallsyms]        [k] tcp_rbtree_insert
     0.00%  search           search                   [.] runtime.selectnbrecv
     0.00%  recommendation   recommendation           [.] golang.org/x/net/http2/hpack.(*Encoder).WriteField
     0.00%  user             user                     [.] bufio.(*Reader).Read
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003db29
     0.00%  geo              [kernel.kallsyms]        [k] security_file_permission
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __x86_indirect_thunk_rbx
     0.00%  geo              geo                      [.] strings.LastIndex
     0.00%  consul           [kernel.kallsyms]        [k] psi_task_change
     0.00%  geo              geo                      [.] reflect.(*rtype).ptrTo
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000e1ef3
     0.00%  geo              [kernel.kallsyms]        [k] validate_xmit_xfrm
     0.00%  frontend         [kernel.kallsyms]        [k] flush_tlb_func_common.constprop.0
     0.00%  geo              [kernel.kallsyms]        [k] select_idle_sibling
     0.00%  docker-proxy     [kernel.kallsyms]        [k] nf_nat_ipv4_pre_routing
     0.00%  wrk              [kernel.kallsyms]        [k] __netif_receive_skb
     0.00%  wrk              [kernel.kallsyms]        [k] sched_clock
     0.00%  recommendation   [kernel.kallsyms]        [k] vfs_write
     0.00%  recommendation   recommendation           [.] runtime.(*mspan).refillAllocCache
     0.00%  dockerd          [kernel.kallsyms]        [k] native_apic_msr_eoi_write
     0.00%  docker-proxy     [kernel.kallsyms]        [k] __kfree_skb
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x0000000000016c9e
     0.00%  frontend         [kernel.kallsyms]        [k] account_entity_dequeue
     0.00%  geo              [kernel.kallsyms]        [k] is_skb_forwardable
     0.00%  recommendation   [kernel.kallsyms]        [k] __hrtimer_run_queues
     0.00%  frontend         frontend                 [.] github.com/uber/jaeger-client-go.(*Span).LogFields.dwrap.17
     0.00%  frontend         [kernel.kallsyms]        [k] clockevents_program_event
     0.00%  recommendation   [kernel.kallsyms]        [k] __skb_ext_del
     0.00%  recommendation   recommendation           [.] sync.(*Pool).Put
     0.00%  frontend         [kernel.kallsyms]        [k] restore_nameidata
     0.00%  geo              geo                      [.] reflect.typedmemmove
     0.00%  frontend         [kernel.kallsyms]        [k] __skb_ext_del
     0.00%  containerd-shim  [kernel.kallsyms]        [k] schedule_hrtimeout_range
     0.00%  swapper          [kernel.kallsyms]        [k] arch_cpu_idle_enter
     0.00%  recommendation   recommendation           [.] internal/poll.(*FD).readUnlock
     0.00%  frontend         frontend                 [.] sync.runtime_notifyListNotifyAll
     0.00%  wrk              [kernel.kallsyms]        [k] netif_rx_internal
     0.00%  frontend         frontend                 [.] google.golang.org/grpc/transport.(*quotaPool).compareAndExecute
     0.00%  frontend         [kernel.kallsyms]        [k] futex_wait_setup
     0.00%  frontend         frontend                 [.] runtime.newproc.func1
     0.00%  frontend         frontend                 [.] runtime.castogscanstatus
     0.00%  frontend         frontend                 [.] runtime.resetspinning
     0.00%  search           search                   [.] hash/crc32.archUpdateIEEE
     0.00%  recommendation   [kernel.kallsyms]        [k] ttwu_do_wakeup
     0.00%  frontend         frontend                 [.] golang.org/x/net/http2.parseHeadersFrame
     0.00%  search           [kernel.kallsyms]        [k] tcp_chrono_stop
     0.00%  frontend         [kernel.kallsyms]        [k] br_nf_dev_queue_xmit
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000003dbed
     0.00%  frontend         [kernel.kallsyms]        [k] sk_page_frag_refill
     0.00%  search           [kernel.kallsyms]        [k] walk_component
     0.00%  frontend         frontend                 [.] runtime.stackfree
     0.00%  frontend         [kernel.kallsyms]        [k] default_wake_function
     0.00%  geo              [kernel.kallsyms]        [k] __hrtimer_init
     0.00%  geo              geo                      [.] golang.org/x/net/http2.(*Framer).WriteHeaders
     0.00%  user             user                     [.] runtime.findfunc
     0.00%  docker-proxy     [kernel.kallsyms]        [k] skb_clone_tx_timestamp
     0.00%  frontend         frontend                 [.] time.Time.Add
     0.00%  all-in-one-linu  all-in-one-linux         [.] github.com/apache/thrift/lib/go/thrift.(*TCompactProtocol).ReadFieldBegin
     0.00%  wrk              [kernel.kallsyms]        [k] cpumask_next
     0.00%  frontend         frontend                 [.] github.com/rs/zerolog.(*Event).Msgf
     0.00%  geo              [kernel.kallsyms]        [k] br_nf_pre_routing_finish
     0.00%  docker-proxy     [kernel.kallsyms]        [k] tcp_options_write
     0.00%  recommendation   [kernel.kallsyms]        [k] clear_page_erms
     0.00%  recommendation   recommendation           [.] runtime.execute
     0.00%  frontend         frontend                 [.] google.golang.org/grpc/transport.(*http2Client).itemHandler.func1
     0.00%  wrk              [kernel.kallsyms]        [k] __alloc_skb
     0.00%  recommendation   [kernel.kallsyms]        [k] smp_apic_timer_interrupt
     0.00%  recommendation   [kernel.kallsyms]        [k] __wake_up_common_lock
     0.00%  frontend         [kernel.kallsyms]        [k] __x86_indirect_thunk_r14
     0.00%  recommendation   [kernel.kallsyms]        [k] ret_from_intr
     0.00%  geo              [kernel.kallsyms]        [k] __kmalloc_node
     0.00%  search           search                   [.] google.golang.org/grpc/encoding/proto.marshal
     0.00%  recommendation   [kernel.kallsyms]        [k] br_nf_forward_finish
     0.00%  geo              [kernel.kallsyms]        [k] netif_rx_internal
     0.00%  frontend         frontend                 [.] google.golang.org/grpc.(*clientStream).RecvMsg.func1
     0.00%  dockerd          [kernel.kallsyms]        [k] ext4_mb_mark_diskspace_used
     0.00%  frontend         [kernel.kallsyms]        [k] mntput_no_expire
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x000000000001c86a
     0.00%  recommendation   [kernel.kallsyms]        [k] __pagevec_lru_add_fn
     0.00%  recommendation   [kernel.kallsyms]        [k] enqueue_hrtimer
     0.00%  frontend         frontend                 [.] net/url.(*URL).EscapedPath
     0.00%  recommendation   recommendation           [.] runtime.makeslice
     0.00%  containerd-shim  containerd-shim-runc-v2  [.] 0x00000000000429a0
     0.00%  frontend         frontend                 [.] reflect.MakeMapWithSize
     0.00%  frontend         frontend                 [.] net/http.(*connReader).abortPendingRead.dwrap.76
     0.00%  frontend         [kernel.kallsyms]        [k] br_fdb_find_rcu
     0.00%  frontend         [kernel.kallsyms]        [k] hrtimer_interrupt
     0.00%  recommendation   recommendation           [.] sync.(*RWMutex).Lock
     0.00%  recommendation   [kernel.kallsyms]        [k] __cgroup_bpf_run_filter_skb
     0.00%  frontend         [kernel.kallsyms]        [k] inet_recvmsg
     0.00%  geo              geo                      [.] runtime.send
     0.00%  frontend         frontend                 [.] strconv.atof64
     0.00%  geo              [kernel.kallsyms]        [k] __do_sys_madvise
     0.00%  recommendation   recommendation           [.] reflect.Value.FieldByName
